familyId,familyLabel,numDescendants,descendantId,descendantLabel
C0007222,Disorder of cardiovascular system,5394,C3164903,Right ventricular outflow tract obstruction due to abnormal cardiac muscle bands
C0007222,Disorder of cardiovascular system,5394,C2960564,Laceration of radial artery
C0007222,Disorder of cardiovascular system,5394,C3531870,Interventricular dyssynchrony
C0007222,Disorder of cardiovascular system,5394,C3531874,Major systemic to pulmonary collateral artery
C0007222,Disorder of cardiovascular system,5394,C1531624,Cardioembolic stroke
C0007222,Disorder of cardiovascular system,5394,C0340704,Superior mesenteric vein thrombosis
C0007222,Disorder of cardiovascular system,5394,C0009725,Abnormal communication between pericardial sac and pleura
C0007222,Disorder of cardiovascular system,5394,C0276350,Myocarditis due to influenza virus
C0007222,Disorder of cardiovascular system,5394,C0013743,Eisenmenger's defect
C0007222,Disorder of cardiovascular system,5394,C1275464,Angiomatous nevus impairing vision
C0007222,Disorder of cardiovascular system,5394,C0341952,Pre-eclampsia or eclampsia with pre-existing hypertension
C0007222,Disorder of cardiovascular system,5394,C3532234,Interruption of aortic arch between subclavian artery and common carotid artery
C0007222,Disorder of cardiovascular system,5394,C0265063,Phlebitis of popliteal vein
C0007222,Disorder of cardiovascular system,5394,C1275462,Angiomatous nevus with complication
C0007222,Disorder of cardiovascular system,5394,C1275463,Ulcerated angiomatous nevus
C0007222,Disorder of cardiovascular system,5394,C3532147,Atresia of aortic arch with fibrous cord between left common carotid artery and right common carotid artery
C0007222,Disorder of cardiovascular system,5394,C0267485,Arterial-enteric fistula
C0007222,Disorder of cardiovascular system,5394,C0267486,Aortointestinal fistula
C0007222,Disorder of cardiovascular system,5394,C2960207,Traumatic rupture of gastroepiploic artery
C0007222,Disorder of cardiovascular system,5394,C3165109,Hepatic vein to right sided atrium
C0007222,Disorder of cardiovascular system,5394,C3165108,Hepatic vein to left sided atrium
C0007222,Disorder of cardiovascular system,5394,C2959430,Tricuspid leaflet gelatinous
C0007222,Disorder of cardiovascular system,5394,C0340331,Post-infarction ventricular septal defect
C0007222,Disorder of cardiovascular system,5394,C0404965,Septic embolism following abortive pregnancy
C0007222,Disorder of cardiovascular system,5394,C0345023,Pulmonary trunk absent with non-confluent pulmonary arteries
C0007222,Disorder of cardiovascular system,5394,C0403513,Renal infarction - arterial
C0007222,Disorder of cardiovascular system,5394,C0338590,Syphilitic cerebral arteritis
C0007222,Disorder of cardiovascular system,5394,C1305981,Primary malignant neoplasm of endocardium
C0007222,Disorder of cardiovascular system,5394,C1305980,Primary malignant neoplasm of myocardium
C0007222,Disorder of cardiovascular system,5394,C3164450,Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior superior bridging leaflet commissure
C0007222,Disorder of cardiovascular system,5394,C3164451,Atrioventricular septal defect with atrioventricular valve regurgitation through right inferior bridging leaflet inferior mural commissure
C0007222,Disorder of cardiovascular system,5394,C3164452,Common arterial trunk with pulmonary origin from truncal valve sinus
C0007222,Disorder of cardiovascular system,5394,C1720165,Peripheral circulatory disorder associated with type II diabetes mellitus
C0007222,Disorder of cardiovascular system,5394,C0345025,Pulmonary trunk dilatation
C0007222,Disorder of cardiovascular system,5394,C0024588,Malignant essential hypertension
C0007222,Disorder of cardiovascular system,5394,C0563617,Injury of vein of lower limb
C0007222,Disorder of cardiovascular system,5394,C0264663,Atrial aneurysm
C0007222,Disorder of cardiovascular system,5394,C3164459,Acommissural unicuspid pulmonary valve
C0007222,Disorder of cardiovascular system,5394,C3532146,Atresia of aortic arch with fibrous cord between subclavian artery and common carotid artery
C0007222,Disorder of cardiovascular system,5394,C0345024,Pulmonary trunk absent with absent pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C0340646,Type II dissection of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C0340647,Distal aortic dissection
C0007222,Disorder of cardiovascular system,5394,C0340644,Dissection of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C0267371,Acquired telangiectasia of small AND/OR large intestines
C0007222,Disorder of cardiovascular system,5394,C0340642,Anterior spinal artery dissection
C0007222,Disorder of cardiovascular system,5394,C3472165,Anomalous origin of right coronary artery from pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C0340392,Functional tricuspid regurgitation
C0007222,Disorder of cardiovascular system,5394,C3472167,Anomalous origin of left anterior descending coronary artery from pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C3472168,Congenital pericardial effusion
C0007222,Disorder of cardiovascular system,5394,C0007773,Cerebral arteritis
C0007222,Disorder of cardiovascular system,5394,C0155800,Chronic hypotension
C0007222,Disorder of cardiovascular system,5394,C0155802,Compression of vein
C0007222,Disorder of cardiovascular system,5394,C0007775,Cerebral atherosclerosis
C0007222,Disorder of cardiovascular system,5394,C3164142,Unicommissural unicuspid aortic valve
C0007222,Disorder of cardiovascular system,5394,C0178272,Disorder of pulmonary circulation
C0007222,Disorder of cardiovascular system,5394,C0344760,Congenital atresia of mitral valve
C0007222,Disorder of cardiovascular system,5394,C0264662,Cardiac polyp
C0007222,Disorder of cardiovascular system,5394,C3532059,Anomalous origin of arterial duct from distal descending aorta
C0007222,Disorder of cardiovascular system,5394,C3532058,Cardiovascular abnormality due to anomalous origin of arterial duct
C0007222,Disorder of cardiovascular system,5394,C3164539,Aneurysm of right superior caval vein
C0007222,Disorder of cardiovascular system,5394,C3164538,Abnormality of hepatic vein
C0007222,Disorder of cardiovascular system,5394,C3164537,Ventricular septal defect with malaligned outlet septum
C0007222,Disorder of cardiovascular system,5394,C0344765,Dilatation of mitral annulus
C0007222,Disorder of cardiovascular system,5394,C0160762,Injury of popliteal vein
C0007222,Disorder of cardiovascular system,5394,C0267394,Nonocclusive intestinal infarction
C0007222,Disorder of cardiovascular system,5394,C0549289,Thrombosis of inferior vena cava
C0007222,Disorder of cardiovascular system,5394,C2960516,Obstructed pulmonary venous connection due to extrinsic compression at diaphragm
C0007222,Disorder of cardiovascular system,5394,C3164530,Thickened mitral leaflet
C0007222,Disorder of cardiovascular system,5394,C3164910,Right ventricular myocardial sinusoids
C0007222,Disorder of cardiovascular system,5394,C0008728,Allergic granulomatosis angiitis
C0007222,Disorder of cardiovascular system,5394,C3531770,Right carotid artery stenosis
C0007222,Disorder of cardiovascular system,5394,C3165075,Ebstein's anomaly of tricuspid valve with atrialization of right ventricular chamber
C0007222,Disorder of cardiovascular system,5394,C0149630,Bicuspid aortic valve
C0007222,Disorder of cardiovascular system,5394,C3165077,Pulmonary artery connecting to coronary artery via collateral artery
C0007222,Disorder of cardiovascular system,5394,C0153957,Benign neoplasm of heart
C0007222,Disorder of cardiovascular system,5394,C3165079,Ebstein's anomaly of right atrioventricular valve in functionally univentricular heart
C0007222,Disorder of cardiovascular system,5394,C3165078,Ebstein's anomaly of left atrioventricular valve in functionally univentricular heart
C0007222,Disorder of cardiovascular system,5394,C0042373,Vascular disorder
C0007222,Disorder of cardiovascular system,5394,C0264987,Popliteal artery thrombosis
C0007222,Disorder of cardiovascular system,5394,C0042374,Male genital organ vascular diseases
C0007222,Disorder of cardiovascular system,5394,C0042376,Vascular headache
C0007222,Disorder of cardiovascular system,5394,C0024164,Lutembacher's syndrome
C0007222,Disorder of cardiovascular system,5394,C3532053,Bilateral ductus arteriosus with closed left ductus arteriosus and patent right ductus arteriosus
C0007222,Disorder of cardiovascular system,5394,C0152424,Common ventricle
C0007222,Disorder of cardiovascular system,5394,C1364466,Congenital pulmonary arteriovenous aneurysm
C0007222,Disorder of cardiovascular system,5394,C3163746,Scimitar syndrome with additional anomalous pulmonary venous connection
C0007222,Disorder of cardiovascular system,5394,C0344768,Mitral leaflet abnormality
C0007222,Disorder of cardiovascular system,5394,C0340804,Hereditary vascular fragility
C0007222,Disorder of cardiovascular system,5394,C0155734,Atherosclerosis of renal artery
C0007222,Disorder of cardiovascular system,5394,C3165102,Abnormality of atrioventricular valve leaflet in atrioventricular septal defect
C0007222,Disorder of cardiovascular system,5394,C0341005,Wegener's granulomatosis of gingivae
C0007222,Disorder of cardiovascular system,5394,C0079035,Bradyarrhythmia
C0007222,Disorder of cardiovascular system,5394,C0155730,Nonruptured cerebral aneurysm
C0007222,Disorder of cardiovascular system,5394,C0155731,Nonpyogenic thrombosis of intracranial venous sinus
C0007222,Disorder of cardiovascular system,5394,C1320844,Stenosis of lower limb artery
C0007222,Disorder of cardiovascular system,5394,C2919534,Congenital dilation of right pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C3164062,Acommissural unicuspid aortic valve
C0007222,Disorder of cardiovascular system,5394,C1285203,Congenital anomaly of cardiovascular structure of trunk
C0007222,Disorder of cardiovascular system,5394,C3532063,Anomalous origin of coronary artery from aorta
C0007222,Disorder of cardiovascular system,5394,C0856314,Thrombosis of superficial vein of lower limb
C0007222,Disorder of cardiovascular system,5394,C3532057,Cardiovascular abnormality due to patent arterial duct
C0007222,Disorder of cardiovascular system,5394,C3163650,Atrioventricular septal defect with ventricular component and interchordal shunting under inferior bridging leaflet
C0007222,Disorder of cardiovascular system,5394,C3532056,Cardiovascular abnormality due to bilateral arterial ducts
C0007222,Disorder of cardiovascular system,5394,C0160769,Injury of deep plantar blood vessel
C0007222,Disorder of cardiovascular system,5394,C0160768,Injury of posterior tibial vein
C0007222,Disorder of cardiovascular system,5394,C0338592,Anterior spinal artery thrombosis
C0007222,Disorder of cardiovascular system,5394,C1320838,Abscess of cardiac septum
C0007222,Disorder of cardiovascular system,5394,C0160761,Injury of popliteal artery
C0007222,Disorder of cardiovascular system,5394,C0160763,Injury of tibial blood vessel
C0007222,Disorder of cardiovascular system,5394,C0265108,Impending cerebrovascular accident
C0007222,Disorder of cardiovascular system,5394,C0160765,Injury of anterior tibial artery
C0007222,Disorder of cardiovascular system,5394,C1399226,Ectopic rhythm
C0007222,Disorder of cardiovascular system,5394,C0160767,Injury of posterior tibial artery
C0007222,Disorder of cardiovascular system,5394,C0160766,Injury of anterior tibial vein
C0007222,Disorder of cardiovascular system,5394,C3164623,Congenital mass of mitral leaflet
C0007222,Disorder of cardiovascular system,5394,C3164622,Congenital abnormality of atrial septum
C0007222,Disorder of cardiovascular system,5394,C3164621,Partial anomalous pulmonary venous connection of entire right lung
C0007222,Disorder of cardiovascular system,5394,C3164620,Congenital abnormality of middle cardiac vein
C0007222,Disorder of cardiovascular system,5394,C2959521,Ventricular imbalance
C0007222,Disorder of cardiovascular system,5394,C3532047,Anomalous origin of right arterial ligament from left aortic arch
C0007222,Disorder of cardiovascular system,5394,C0264866,Noninfective endocarditis
C0007222,Disorder of cardiovascular system,5394,C1629494,Fascicular ventricular tachycardia
C0007222,Disorder of cardiovascular system,5394,C0442855,Hypertrophy of septomarginal trabeculation
C0007222,Disorder of cardiovascular system,5394,C0584721,Thrombosis of aortic bifurcation bypass graft
C0007222,Disorder of cardiovascular system,5394,C0584720,Thrombosis of axillofemoral bypass graft
C0007222,Disorder of cardiovascular system,5394,C0265116,Chronic cerebral ischemia
C0007222,Disorder of cardiovascular system,5394,C1997334,Chronic dissecting aneurysm of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C1641808,Esophageal varices associated with another disorder
C0007222,Disorder of cardiovascular system,5394,C0273458,Injury of internal mammary vein
C0007222,Disorder of cardiovascular system,5394,C0273459,Injury of azygos vein
C0007222,Disorder of cardiovascular system,5394,C2919888,Left ventricular diverticulum
C0007222,Disorder of cardiovascular system,5394,C0340739,Varicose veins of the leg with ulcer and eczema
C0007222,Disorder of cardiovascular system,5394,C0340736,Vulval varices - non-obstetric
C0007222,Disorder of cardiovascular system,5394,C0273453,Injury of subclavian vein
C0007222,Disorder of cardiovascular system,5394,C0340734,Secondary venous insufficiency of leg
C0007222,Disorder of cardiovascular system,5394,C0273451,Injury of subclavian artery
C0007222,Disorder of cardiovascular system,5394,C0340732,Venous insufficiency of leg
C0007222,Disorder of cardiovascular system,5394,C0273457,Injury of intercostal vein
C0007222,Disorder of cardiovascular system,5394,C0018789,Aneurysm of heart
C0007222,Disorder of cardiovascular system,5394,C0340731,Embolism of intracranial venous sinus
C0007222,Disorder of cardiovascular system,5394,C2919408,Aortic orifice anterior right with respect to pulmonary orifice
C0007222,Disorder of cardiovascular system,5394,C0003511,Syphilitic aortitis
C0007222,Disorder of cardiovascular system,5394,C0003516,Aortopulmonary window
C0007222,Disorder of cardiovascular system,5394,C0264861,Myocarditis due to physical agent
C0007222,Disorder of cardiovascular system,5394,C2115938,Thrombophlebitis of axillary vein
C0007222,Disorder of cardiovascular system,5394,C0221226,Distended umbilical veins
C0007222,Disorder of cardiovascular system,5394,C0153174,Rupture of syphilitic cerebral aneurysm
C0007222,Disorder of cardiovascular system,5394,C0340574,Superficial femoral artery stenosis
C0007222,Disorder of cardiovascular system,5394,C0685122,Neoplasm of uncertain behavior of blood vessel
C0007222,Disorder of cardiovascular system,5394,C0600142,Climacteric flushing
C0007222,Disorder of cardiovascular system,5394,C0026691,Acute febrile mucocutaneous lymph node syndrome
C0007222,Disorder of cardiovascular system,5394,C0276647,Mycotic pericarditis
C0007222,Disorder of cardiovascular system,5394,C0152952,Diphtheritic myocarditis
C0007222,Disorder of cardiovascular system,5394,C1510446,Acute ischemic heart disease
C0007222,Disorder of cardiovascular system,5394,C0459163,Venous remnant
C0007222,Disorder of cardiovascular system,5394,C0276648,Mycotic endocarditis
C0007222,Disorder of cardiovascular system,5394,C0152959,Meningococcal pericarditis
C0007222,Disorder of cardiovascular system,5394,C0152958,Meningococcal carditis
C0007222,Disorder of cardiovascular system,5394,C0265903,Single coronary artery
C0007222,Disorder of cardiovascular system,5394,C0549124,Arterial embolism
C0007222,Disorder of cardiovascular system,5394,C0685188,Benign neoplasm of blood vessel of pelvis
C0007222,Disorder of cardiovascular system,5394,C0340395,"Pulmonary stenosis, non-rheumatic"
C0007222,Disorder of cardiovascular system,5394,C1263829,Postpartum venous thrombosis
C0007222,Disorder of cardiovascular system,5394,C0406539,Toxic urticated erythema
C0007222,Disorder of cardiovascular system,5394,C0275847,Syphilitic ostial coronary disease
C0007222,Disorder of cardiovascular system,5394,C0275846,Syphilitic aortic stenosis
C0007222,Disorder of cardiovascular system,5394,C0014118,Endocarditis
C0007222,Disorder of cardiovascular system,5394,C0340645,Type I dissection of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C0344431,"Ventricular tachycardia, monomorphic"
C0007222,Disorder of cardiovascular system,5394,C0585192,Rupture popliteal artery
C0007222,Disorder of cardiovascular system,5394,C1388455,Pontine artery thrombosis
C0007222,Disorder of cardiovascular system,5394,C0014116,Endocardial cushion defect
C0007222,Disorder of cardiovascular system,5394,C0014117,Endocardial fibroelastosis
C0007222,Disorder of cardiovascular system,5394,C0340643,Dissection of aorta
C0007222,Disorder of cardiovascular system,5394,C3472166,Anomalous origin of left coronary artery from pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C0265938,Congenital stricture of artery
C0007222,Disorder of cardiovascular system,5394,C3532295,Pulmonary venous hypertension due to compression of pulmonary great vein by sclerosing mediastinitis
C0007222,Disorder of cardiovascular system,5394,C0340641,Aneurysm of transplanted artery
C0007222,Disorder of cardiovascular system,5394,C0428999,Ventricular trigeminy
C0007222,Disorder of cardiovascular system,5394,C0036974,Shock
C0007222,Disorder of cardiovascular system,5394,C1285537,Neonatal cardiovascular disorder
C0007222,Disorder of cardiovascular system,5394,C3472169,Coarctation of suprarenal abdominal aorta
C0007222,Disorder of cardiovascular system,5394,C0428991,Multiple atrial premature complexes
C0007222,Disorder of cardiovascular system,5394,C0428990,Blocked premature atrial contraction
C0007222,Disorder of cardiovascular system,5394,C0428993,Atrial trigeminy
C0007222,Disorder of cardiovascular system,5394,C0428992,Run of atrial premature complexes
C0007222,Disorder of cardiovascular system,5394,C0428995,Multiple premature ventricular complexes
C0007222,Disorder of cardiovascular system,5394,C0428997,Ventricular interpolated complexes
C0007222,Disorder of cardiovascular system,5394,C0428996,Run of ventricular premature complexes
C0007222,Disorder of cardiovascular system,5394,C0264720,Acute right-sided congestive heart failure
C0007222,Disorder of cardiovascular system,5394,C0264721,Acute left-sided congestive heart failure
C0007222,Disorder of cardiovascular system,5394,C0264722,Chronic congestive heart failure
C0007222,Disorder of cardiovascular system,5394,C0264723,Right heart failure secondary to left heart failure
C0007222,Disorder of cardiovascular system,5394,C1275077,Port-wine stain in Rubinstein-Taybi syndrome
C0007222,Disorder of cardiovascular system,5394,C0264725,Acute left-sided heart failure
C0007222,Disorder of cardiovascular system,5394,C1290399,Serofibrinous pericarditis
C0007222,Disorder of cardiovascular system,5394,C0265819,"Truncus arteriosus, Edwards' type IV"
C0007222,Disorder of cardiovascular system,5394,C0563588,Injury of systemic artery of trunk
C0007222,Disorder of cardiovascular system,5394,C0563589,Injury of artery of upper limb
C0007222,Disorder of cardiovascular system,5394,C1290395,Portal systemic vascular shunt disorder
C0007222,Disorder of cardiovascular system,5394,C1290394,Deep venous thrombosis of pelvic vein
C0007222,Disorder of cardiovascular system,5394,C1290393,Traumatic rupture of aorta
C0007222,Disorder of cardiovascular system,5394,C1290392,Aortic fistula
C0007222,Disorder of cardiovascular system,5394,C1290391,Rheumatic arteritis
C0007222,Disorder of cardiovascular system,5394,C1290390,Vascular disease of abdomen
C0007222,Disorder of cardiovascular system,5394,C0232216,Ventricular escape rhythm
C0007222,Disorder of cardiovascular system,5394,C0003860,Arteritis
C0007222,Disorder of cardiovascular system,5394,C0232214,Ventricular escape beat
C0007222,Disorder of cardiovascular system,5394,C0232213,Fusion beats
C0007222,Disorder of cardiovascular system,5394,C0232211,Idiojunctional tachycardia
C0007222,Disorder of cardiovascular system,5394,C0232210,Junctional escape beats
C0007222,Disorder of cardiovascular system,5394,C3164843,Overriding ventriculoarterial valve
C0007222,Disorder of cardiovascular system,5394,C1274893,Port-wine stain associated with spinal dysraphism
C0007222,Disorder of cardiovascular system,5394,C0340649,Iliac dissection
C0007222,Disorder of cardiovascular system,5394,C0346550,Neoplasm of uncertain behavior of heart
C0007222,Disorder of cardiovascular system,5394,C0852949,Disorder of artery
C0007222,Disorder of cardiovascular system,5394,C2733479,Deep venous thrombosis of peroneal vein
C0007222,Disorder of cardiovascular system,5394,C0265113,Progressing stroke
C0007222,Disorder of cardiovascular system,5394,C0340570,Stenosis of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C0340410,Septic myocarditis - staphylococcal
C0007222,Disorder of cardiovascular system,5394,C0035439,Rheumatic fever with heart involvement
C0007222,Disorder of cardiovascular system,5394,C0264908,Incomplete atrioventricular block with atrioventricular response
C0007222,Disorder of cardiovascular system,5394,C0423462,Retinociliary vein
C0007222,Disorder of cardiovascular system,5394,C1541923,Infective endocarditis
C0007222,Disorder of cardiovascular system,5394,C0018922,Hemangiopericytoma
C0007222,Disorder of cardiovascular system,5394,C1384588,Bacterial myocarditis
C0007222,Disorder of cardiovascular system,5394,C3532184,Progression of fetal left ventricular outflow tract obstruction
C0007222,Disorder of cardiovascular system,5394,C0344950,Subpulmonary infundibulum
C0007222,Disorder of cardiovascular system,5394,C0521668,Thunderclap headache
C0007222,Disorder of cardiovascular system,5394,C3532181,Failure of growth of fetal right cardiac ventricle
C0007222,Disorder of cardiovascular system,5394,C3532180,Acquired abnormality of inferior vena cava
C0007222,Disorder of cardiovascular system,5394,C0344954,Ventricular septal aneurysm
C0007222,Disorder of cardiovascular system,5394,C3532182,Failure of growth of fetal left cardiac ventricle
C0007222,Disorder of cardiovascular system,5394,C0431420,Aneurysm of the vein of Galen
C0007222,Disorder of cardiovascular system,5394,C0344958,Truncal valve dysplasia
C0007222,Disorder of cardiovascular system,5394,C0344959,Truncal valve stenosis
C0007222,Disorder of cardiovascular system,5394,C0600327,Staphylococcal toxic shock syndrome
C0007222,Disorder of cardiovascular system,5394,C0521665,Chronic mixed headache syndrome
C0007222,Disorder of cardiovascular system,5394,C0521664,Acute confusional migraine
C0007222,Disorder of cardiovascular system,5394,C3532343,Ventricular septal defect due to endocarditis
C0007222,Disorder of cardiovascular system,5394,C3532342,Endocarditis as complication of procedure
C0007222,Disorder of cardiovascular system,5394,C3532341,Obstruction of right atrial tunnel after prior total cavopulmonary connection procedure
C0007222,Disorder of cardiovascular system,5394,C1290480,Single muscular ventricular septum defect
C0007222,Disorder of cardiovascular system,5394,C3532347,Cardiovascular abnormality due to infective myocarditis
C0007222,Disorder of cardiovascular system,5394,C0685737,Congenital dilatation of superior vena cava
C0007222,Disorder of cardiovascular system,5394,C0685734,Congenital malposition of pulmonary artery
C0007222,Disorder of cardiovascular system,5394,C1290484,Congenital cleft of cardiac valve
C0007222,Disorder of cardiovascular system,5394,C0428842,Aortic root congenital abnormality
C0007222,Disorder of cardiovascular system,5394,C2732870,Arteriovenous fistula of right upper extremity
C0007222,Disorder of cardiovascular system,5394,C1290488,Congenital coronary artery fistula to left ventricle
C0007222,Disorder of cardiovascular system,5394,C0428846,Peripheral pulmonary artery disease
C0007222,Disorder of cardiovascular system,5394,C0340330,Acquired atrioventricular fistula of heart
C0007222,Disorder of cardiovascular system,5394,C0269432,Spontaneous abortion with soap embolism
C0007222,Disorder of cardiovascular system,5394,C0269431,Spontaneous abortion with septic embolism
C0007222,Disorder of cardiovascular system,5394,C0269430,Spontaneous abortion with pyemic embolism
C0007222,Disorder of cardiovascular system,5394,C3532066,Disorder of left atrioventricular (not morphologically mitral) valve prosthesis
C0007222,Disorder of cardiovascular system,5394,C0269435,Spontaneous abortion with cardiac arrest AND/OR failure
C0007222,Disorder of cardiovascular system,5394,C0264707,Acute myocardial infarction of posterobasal wall
C0007222,Disorder of cardiovascular system,5394,C0589405,Open heart injury with hemopericardium
C0007222,Disorder of cardiovascular system,5394,C3532165,Fetal pericardial effusion
C0007222,Disorder of cardiovascular system,5394,C0346609,Primary malignant neoplasm of pericardium
C0007222,Disorder of cardiovascular system,5394,C0028258,Nodular vasculitis
C0007222,Disorder of cardiovascular system,5394,C0340405,Acute aseptic myocarditis of the newborn
C0007222,Disorder of cardiovascular system,5394,C0269476,Legal abortion complicated by shock
C0007222,Disorder of cardiovascular system,5394,C1394273,Fenestration of pulmonary valve cusp
C0007222,Disorder of cardiovascular system,5394,C1261394,Puerperal phlebitis
C0007222,Disorder of cardiovascular system,5394,C0729956,Disorder of thoracic aorta
C0007222,Disorder of cardiovascular system,5394,C0741151,Aneurysm of infrarenal abdominal aorta
C0007222,Disorder of cardiovascular system,5394,C0264784,Rheumatic pulmonary valve failure
C0007222,Disorder of cardiovascular system,5394,C0589404,Closed heart injury with hemopericardium
C0007222,Disorder of cardiovascular system,5394,C0271745,Hyperadrenergic postural hypotension
C0007222,Disorder of cardiovascular system,5394,C0271746,Hypoadrenergic postural hypotension
C0007222,Disorder of cardiovascular system,5394,C2959877,Obstructed pulmonary venous connection due to extrinsic compression between left pulmonary artery and bronchus
C0007222,Disorder of cardiovascular system,5394,C1320842,Trauma to tricuspid valve
C0007222,Disorder of cardiovascular system,5394,C2959874,Ventricular imbalance with dominant right ventricle and hypoplastic left ventricle
C0007222,Disorder of cardiovascular system,5394,C0265891,Congenital absence of aorta
C0007222,Disorder of cardiovascular system,5394,C0344827,Right atrioventricular valve dysplasia
C0007222,Disorder of cardiovascular system,5394,C0265893,Congenital aneurysm of sinus of Valsalva
C0007222,Disorder of cardiovascular system,5394,C0265892,Congenital hypoplasia of aorta
C0007222,Disorder of cardiovascular system,5394,C0265895,Congenital dilatation of aorta
C0007222,Disorder of cardiovascular system,5394,C0344823,Hypoplastic common atrioventricular valve papillary muscle
C0007222,Disorder of cardiovascular system,5394,C0265897,Anomalous communication of coronary artery
C0007222,Disorder of cardiovascular system,5394,C0344821,Absent common atrioventricular valve papillary muscle
C0007222,Disorder of cardiovascular system,5394,C0265899,Congenital absence of coronary artery
C0007222,Disorder of cardiovascular system,5394,C0265898,Coronary artery fistula
C0007222,Disorder of cardiovascular system,5394,C0151731,Hepatic infarction
C0007222,Disorder of cardiovascular system,5394,C2584501,Drug induced thrombotic thrombocytopenic purpura
C0007222,Disorder of cardiovascular system,5394,C3164940,Absence of primary mitral chordae tendinae
C0007222,Disorder of cardiovascular system,5394,C0344828,Right atrioventricular valve hypoplasia
C0007222,Disorder of cardiovascular system,5394,C0344829,Right atrioventricular valve regurgitation
C0007222,Disorder of cardiovascular system,5394,C1299624,Postural orthostatic tachycardia syndrome
C0007222,Disorder of cardiovascular system,5394,C0273452,Injury of innominate vein
C0007222,Disorder of cardiovascular system,5394,C0265149,Acute purulent pericarditis
C0007222,Disorder of cardiovascular system,5394,C0265148,Pyogenic pericarditis
C0007222,Disorder of cardiovascular system,5394,C1299620,Myocardial infarction with complication
C0007222,Disorder of cardiovascular system,5394,C1299621,Intrahepatic portal shunt malfunction
C0007222,Disorder of cardiovascular system,5394,C0344608,Abnormal relationship of aortic orifice to pulmonary orifice
C0007222,Disorder of cardiovascular system,5394,C0344609,Mirror-imaged heart
C0007222,Disorder of cardiovascular system,5394,C0265143,Chronic pericarditis
C0007222,Disorder of cardiovascular system,5394,C0344607,Abnormal relationship of right ventricle to left ventricle
C0007222,Disorder of cardiovascular system,5394,C0265141,Subacute constrictive pericarditis
C0007222,Disorder of cardiovascular system,5394,C0265140,Subacute pericarditis
C0007222,Disorder of cardiovascular system,5394,C0265147,Infectious pericarditis
C0007222,Disorder of cardiovascular system,5394,C0344603,Dextrorotation of heart
C0007222,Disorder of cardiovascular system,5394,C0265145,Chronic effusive pericarditis
C0007222,Disorder of cardiovascular system,5394,C0265144,Chronic constrictive pericarditis
C0007222,Disorder of cardiovascular system,5394,C0264945,Vasomotor acroparesthesia
C0007222,Disorder of cardiovascular system,5394,C0264946,Erythrocyanosis
C0007222,Disorder of cardiovascular system,5394,C0085614,First degree atrioventricular block
C0007222,Disorder of cardiovascular system,5394,C0264940,Hemorrhage of blood vessel
C0007222,Disorder of cardiovascular system,5394,C0264941,Thromboangiitis
C0007222,Disorder of cardiovascular system,5394,C0264942,Intermittent spinal claudication
C0007222,Disorder of cardiovascular system,5394,C0085610,Sinus bradycardia
C0007222,Disorder of cardiovascular system,5394,C0264948,Pyrogenic shock
C0007222,Disorder of cardiovascular system,5394,C0264949,Burn shock
C0007222,Disorder of cardiovascular system,5394,C0686527,Benign neoplasm of para-aortic body
C0007222,Disorder of cardiovascular system,5394,C0265099,Basilar artery thrombosis
C0007222,Disorder of cardiovascular system,5394,C0265098,Basilar artery occlusion
C0007222,Disorder of cardiovascular system,5394,C3532148,Congenital luminal atresia of aortic arch
C0007222,Disorder of cardiovascular system,5394,C0685198,Primary malignant neoplasm of blood vessel of perineum
C0007222,Disorder of cardiovascular system,5394,C0478292,Injury of blood vessels at forearm level
C0007222,Disorder of cardiovascular system,5394,C0265091,Thrombosis of precerebral artery
C0007222,Disorder of cardiovascular system,5394,C0265090,Precerebral arterial occlusion
C0007222,Disorder of cardiovascular system,5394,C0265093,Multiple AND bilateral precerebral artery stenosis
C0007222,Disorder of cardiovascular system,5394,C0265092,Embolism of precerebral artery
C0007222,Disorder of cardiovascular system,5394,C0265095,Multiple AND bilateral precerebral artery thrombosis
C0007222,Disorder of cardiovascular system,5394,C0265094,Multiple AND bilateral precerebral artery obstruction
C0007222,Disorder of cardiovascular system,5394,C0265097,Basilar artery stenosis
C0007222,Disorder of cardiovascular system,5394,C2960515,Obstructed pulmonary venous connection at interatrial communication
C0007222,Disorder of cardiovascular system,5394,C0694541,Cardiomegaly - hypertensive
C0007222,Disorder of cardiovascular system,5394,C0344739,Tricuspid annulus hypoplasia
C0007222,Disorder of cardiovascular system,5394,C3164531,Distal origin of brachiocephalic artery with tracheal compression
C0007222,Disorder of cardiovascular system,5394,C0265032,Strangulated hemorrhoids
C0007222,Disorder of cardiovascular system,5394,C0344732,Sinus venosus defect with overriding inferior vena cava
C0007222,Disorder of cardiovascular system,5394,C0344733,Atrial septal defect through coronary sinus orifice
